source,bias,factual_reporting,country,media_type,popularity,mbfc_credibility_rating
thecragandcanyon.ca,right-center,high,canada,newspaper,minimal traffic,high credibility
brainerddispatch.com,right-center,high,usa,newspaper,medium traffic,high credibility
breakingdefense.com,right-center,high,usa,website,medium traffic,high credibility
thebreakthrough.org,right-center,high,usa,organization/foundation,minimal traffic,high credibility
brewtonstandard.com,right-center,high,usa,newspaper,minimal traffic,high credibility
bryantimes.com,right-center,high,usa,newspaper,minimal traffic,high credibility
bt.dk,right-center,mixed,denmark,newspaper,high traffic,high credibility
batimes.com.ar,right-center,high,argentina,newspaper,medium traffic,high credibility
businesslive.co.za,right-center,mixed,south africa,website,medium traffic,medium credibility
business-standard.com,right-center,mixed,india,newspaper,high traffic,high credibility
californiaglobe.com,right-center,mixed,usa,website,medium traffic,medium credibility
capoliticalreview.com,right-center,mixed,usa,website,minimal traffic,medium credibility
campaignforliberty.org,right-center,mixed,usa,organization/foundation,minimal traffic,medium credibility
capitalismmagazine.com,right-center,mixed,usa,website,minimal traffic,high credibility
cato.org,right-center,high,usa,organization/foundation,medium traffic,high credibility
ccn.com,right-center,high,norway,website,medium traffic,high credibility
cftni.org,right-center,mixed,united states,organization/foundation,minimal traffic,medium credibility
checkyourfact.com,right-center,high,usa,website,medium traffic,high credibility
chicagotribune.com,right-center,high,usa,newspaper,high traffic,high credibility
chinadigitaltimes.net,right-center,mixed,usa,website,medium traffic,high credibility
christianitytoday.com,right-center,high,usa,magazine,medium traffic,high credibility
clantonadvertiser.com,right-center,high,usa,newspaper,minimal traffic,high credibility
clarin.com,right-center,high,argentina,newspaper,high traffic,high credibility
cochranetimes.com,right-center,high,canada,newspaper,minimal traffic,high credibility
saltwire.com,right-center,high,canada,newspaper,medium traffic,high credibility
coldlakesun.com,right-center,high,canada,newspaper,minimal traffic,high credibility
gazette.com,right-center,high,usa,newspaper,medium traffic,high credibility
columbiadailyherald.com,left-center,high,usa,newspaper,minimal traffic,high credibility
crfb.org,right-center,high,usa,organization/foundation,minimal traffic,high credibility
newsexaminer.com,right-center,high,usa,newspaper,minimal traffic,high credibility
cordeledispatch.com,right-center,high,usa,newspaper,minimal traffic,high credibility
dn.se,right-center,high,sweden,newspaper,high traffic,high credibility
dailyherald.com,right-center,high,usa,newspaper,medium traffic,high credibility
mininggazette.com,right-center,high,usa,newspaper,minimal traffic,high credibility
dailypress.com,right-center,high,usa,newspaper,medium traffic,high credibility
dailyo.in,right-center,mixed,india,website,medium traffic,medium credibility
dallasnews.com,right-center,high,usa,newspaper,high traffic,high credibility
amnews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
volkskrant.nl,right-center,high,netherlands,newspaper,high traffic,high credibility
deccanchronicle.com,right-center,mixed,india,newspaper,medium traffic,high credibility
delgazette.com,right-center,high,usa,newspaper,minimal traffic,high credibility
demopolistimes.com,right-center,high,usa,newspaper,minimal traffic,high credibility
denvergazette.com,right-center,high,usa,website,medium traffic,high credibility
desertsun.com,right-center,high,usa,newspaper,mediumtraffic,high credibility
dl-online.com,right-center,high,usa,newspaper,minimal traffic,high credibility
deutschland.de,right-center,mixed,germany,website,medium traffic,high credibility
devondispatch.ca,right-center,high,canada,newspaper,minimal traffic,high credibility
diepresse.com,right-center,high,austria,newspaper,high traffic,high credibility
welt.de,right-center,high,germany,newspaper,high traffic,high credibility
douglascountysentinel.com,right-center,high,usa,newspaper,minimal traffic,high credibility
downsizinggovernment.org,right-center,high,usa,organization/foundation,minimal traffic,high credibility
draytonvalleywesternreview.com,right-center,high,canada,newspaper,minimal traffic,high credibility
drudgereport.com,right-center,mixed,usa,website,high traffic,medium credibility
registerherald.com,right-center,high,usa,newspaper,minimal traffic,high credibility
thewetumpkaherald.com,right-center,high,usa,newspaper,minimal traffic,high credibility
ecuavisa.com,right-center,mixed,ecuador,tv station,medium traffic,medium credibility
edmontonexaminer.com,right-center,mixed,canada,newspaper,minimal traffic,high credibility
edmontonjournal.com,right-center,high,canada,newspaper,medium traffic,high credibility
edmontonsun.com,right-center,high,canada,newspaper,medium traffic,high credibility
thenewsenterprise.com,right-center,high,usa,newspaper,minimal traffic,high credibility
elmundo.es,right-center,mixed,spain,newspaper,high traffic,high credibility
eluniverso.com,right-center,high,ecuador,newspaper,high traffic,high credibility
endtimeheadlines.org,right-center,mixed,usa,website,minimal traffic,medium credibility
entrepreneur.com,right-center,high,usa,magazine,high traffic,high credibility
ekirikas.com,right-center,mixed,usa,newspaper,minimal traffic,medium credibility
expressen.se,right-center,mixed,sweden,newspaper,high traffic,high credibility
fairborndailyherald.com,right-center,high,usa,newspaper,minimal traffic,high credibility
fairviewpost.com,right-center,high,canada,newspaper,minimal traffic,high credibility
faithfamilyamerica.com,right-center,mixed,usa,website,minimal traffic,medium credibility
longwarjournal.org,right-center,high,usa,website,minimal traffic,high credibility
financialexpress.com,right-center,mixed,india,newspaper,high traffic,medium credibility
financialpost.com,right-center,mixed,canada,newspaper,medium traffic,high credibility
firearmsnews.com,right-center,mixed,usa,magazine,medium traffic,high credibility
firstpost.com,right-center,mixed,india,website,high traffic,high credibility
fitchratings.com,right-center,high,usa,website,medium traffic,high credibility
fitsnews.com,right,mixed,usa,website,medium traffic,medium credibility
forbes.com,right-center,mixed,usa,magazine,high traffic,high credibility
fpri.org,right-center,high,usa,organization/foundation,medium traffic,high credibility
fbherald.com,right-center,high,usa,website,medium traffic,high credibility
fortmcmurraytoday.com,right-center,high,canada,newspaper,minimal traffic,high credibility
fortnightlyreview.co.uk,right-center,high,united kingdom,website,minimal traffic,high credibility
fortune.com,right-center,high,usa,magazine,high traffic,high credibility
fee.org,right-center,mixed,usa,organization/foundation,medium traffic,high credibility
foxbusiness.com,right-center,mixed,usa,tv station,high traffic,high credibility
foxillinois.com,right-center,high,usa,tv station,minimal traffic,high credibility
ftimes.com,right-center,high,usa,newspaper,minimal traffic,high credibility
faz.net,right-center,high,germany,newspaper,high traffic,high credibility
dailyjournal.net,right-center,high,usa,newspaper,minimal traffic,high credibility
franklinnews.org,right-center,mixed,usa,organization/foundation,minimal traffic,medium credibility
fraserinstitute.org,right-center,mixed,canada,organization/foundation,minimal traffic,medium credibility
freedomhouse.org,right-center,high,usa,organization/foundation,medium traffic,high credibility
fcnews.org,right-center,high,usa,newspaper,minimal traffic,high credibility
mydailytribune.com,right-center,high,usa,newspaper,minimal traffic,high credibility
galvnews.com,right-center,high,usa,newspaper,mediumtraffic,high credibility
geo.tv,right-center,mixed,pakistan,tv station,high traffic,medium credibility
godupdates.com,right-center,mixed,usa,website,medium traffic,medium credibility
gp.se,right-center,mixed,sweden,website,high traffic,high credibility
grandforksherald.com,right-center,high,usa,newspaper,medium traffic,high credibility
greeleytribune.com,right-center,high,usa,newspaper,medium traffic,high credibility
greenfieldreporter.com,right-center,high,usa,newspaper,minimal traffic,high credibility
greenvilleadvocate.com,right-center,high,usa,newspaper,minimal traffic,high credibility
dailyadvocate.com,right-center,high,usa,newspaper,minimal traffic,high credibility
griffindailynews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
guns.com,right-center,high,usa,website,high traffic,high credibility
hammondstar.com,right-center,high,usa,newspaper,minimal traffic,high credibility
hannaherald.com,right-center,high,canada,newspaper,minimal traffic,high credibility
myheraldreview.com,right-center,high,usa,website,minimal traffic,high credibility
heraldsun.com.au,right-center,mixed,australia,newspaper,high traffic,high credibility
hln.be,right-center,mixed,belgium,newspaper,high traffic,high credibility
hidesertstar.com,right-center,high,usa,newspaper,minimal traffic,high credibility
hpenews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
highrivertimes.com,right-center,high,canada,newspaper,minimal traffic,high credibility
timesgazette.com,right-center,high,usa,newspaper,minimal traffic,high credibility
thehindubusinessline.com,right-center,mixed,india,newspaper,high traffic,medium credibility
honestreporting.com,right-center,mixed,usa,organization/foundation,minimal traffic,medium credibility
hoover.org,right-center,high,usa,organization/foundation,mediumtraffic,high credibility
humanprogress.org,right-center,mixed,usa,website,medium traffic,high credibility
h-ponline.com,right-center,high,usa,newspaper,minimal traffic,high credibility
al.com,right-center,high,usa,newspaper,high traffic,high credibility
icitizen.com,right-center,mixed,usa,website,minimal traffic,medium credibility
idahostatejournal.com,right-center,high,usa,newspaper,medium traffic,high credibility
iefimerida.gr,right-center,mixed,greece,website,high traffic,medium credibility
ilgiornale.it,right-center,mixed,italy,newspaper,high traffic,medium credibility
amuedge.com,right-center,high,usa,website,minimal traffic,high credibility
india.com,right-center,mixed,india,website,high traffic,high credibility
indiatoday.in,right-center,mixed,india,magazine,high traffic,medium credibility
indiatvnews.com,right-center,mixed,india,tv station,high traffic,high credibility
inforum.com,right-center,high,usa,website/newspaper,medium traffic,high credibility
interfax.ru,right-center,mixed,russia,news agency,high traffic,medium credibility
investortimes.com,right-center,mixed,andorra,website,minimal traffic,medium credibility
itv.com,right-center,high,united kingdom,tv station,high traffic,high credibility
jamestownsun.com,right-center,high,usa,newspaper,medium traffic,high credibility
jessaminejournal.com,right-center,high,usa,newspaper,minimal traffic,high credibility
jonesborosun.com,right-center,high,usa,newspaper,minimal traffic,high credibility
justfacts.com,right-center,mixed,usa,website,minimal traffic,high credibility
foxkansas.com,right-center,high,usa,tv station,minimal traffic,high credibility
foxsanantonio.com,right-center,high,usa,tv station,medium traffic,high credibility
wwmt.com,right-center,high,usa,tv station,medium traffic,high credibility
khaleejtimes.com,right-center,mixed,united arab emirates,newspaper,high traffic,medium credibility
katu.com,right-center,high,usa,tv station,medium traffic,high credibility
katv.com,right-center,high,usa,tv station,medium traffic,high credibility
bakersfieldnow.com,right-center,high,usa,tv station,medium traffic,high credibility
kbsi23.com,right-center,high,usa,tv station,minimal traffic,high credibility
fox4beaumont.com,right-center,high,usa,tv station,minimal traffic,high credibility
siouxlandnews.com,right-center,high,usa,tv station,minimal traffic,high credibility
kcby.com,right-center,high,usa,tv station,medium traffic,high credibility
abcstlouis.com,right-center,high,usa,tv station,medium traffic,high credibility
kdsm17.com,right-center,high,usa,tv station,minimal traffic,high credibility
nbcmontana.com,right-center,high,usa,tv station,medium traffic,high credibility
kentuckynewera.com,right-center,high,usa,newspaper,minimal traffic,high credibility
keprtv.com,right-center,high,usa,tv station,medium traffic,high credibility
kfdm.com,right-center,high,usa,tv station,medium traffic,high credibility
kfoxtv.com,right-center,high,usa,tv station,medium traffic,high credibility
cbs2iowa.com,right-center,high,usa,tv station,medium traffic,high credibility
foxnebraska.com,right-center,high,usa,tv station,minimal traffic,high credibility
khqa.com,right-center,high,usa,tv station,medium traffic,high credibility
kimatv.com,right-center,high,usa,tv station,medium traffic,high credibility
klewtv.com,right-center,high,usa,tv station,medium traffic,high credibility
kmph.com,right-center,high,usa,tv station,medium traffic,high credibility
nbc16.com,right-center,high,usa,tv station,medium traffic,high credibility
knewz.com,right-center,mixed,usa,website,medium traffic,medium credibility
okcfox.com,right-center,high,usa,tv station,medium traffic,high credibility
komonews.com,right-center,high,usa,tv station,high traffic,high credibility
fox42kptm.com,right-center,high,usa,tv station,minimal traffic,high credibility
krcgtv.com,right-center,high,usa,tv station,medium traffic,high credibility
mynews4.com,right-center,high,usa,tv station,medium traffic,high credibility
foxreno.com,right-center,high,usa,tv station,medium traffic,high credibility
fox38corpuschristi.com,right-center,high,usa,tv station,minimal traffic,high credibility
news3lv.com,right-center,high,usa,tv station,medium traffic,high credibility
ktul.com,right-center,high,usa,tv station,medium traffic,high credibility
ktvl.com,right-center,high,usa,tv station,medium traffic,high credibility
abc7amarillo.com,right-center,high,usa,tv station,medium traffic,high credibility
nebraska.tv,right-center,high,usa,tv station,medium traffic,high credibility
lagrangenews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
nacion.com,right-center,mixed,costa rica,newspaper,high traffic,high credibility
lanacion.com.ar,right-center,high,argentina,newspaper,high traffic,high credibility
valleytimes-news.com,right-center,high,usa,newspaper,minimal traffic,high credibility
lpheralddispatch.com,right-center,high,usa,newspaper,minimal traffic,high credibility
leducrep.com,right-center,high,canada,newspaper,minimal traffic,high credibility
lefigaro.fr,right-center,high,france,newspaper,high traffic,high credibility
leicestermercury.co.uk,right-center,high,united kingdom,newspaper,high traffic,high credibility
mycouriertribune.com,right-center,high,usa,newspaper,minimal traffic,high credibility
lbc.co.uk,right-center,mixed,united kingdom,radio station,medium traffic,medium credibility
standard.co.uk,right-center,mixed,united kingdom,newspaper,high traffic,high credibility
lowndessignal.com,right-center,high,usa,newspaper,minimal traffic,high credibility
luvernejournal.com,right-center,high,usa,newspaper,minimal traffic,high credibility
the-messenger.com,right-center,high,usa,newspaper,minimal traffic,high credibility
malaymail.com,right-center,mixed,malaysia,website,high traffic,high credibility
marginalrevolution.com,right-center,high,usa,website,medium traffic,high credibility
chronicle-tribune.com,right-center,high,usa,newspaper,minimal traffic,high credibility
marketwatch.com,right-center,high,usa,website,high traffic,high credibility
frontiersman.com,right-center,high,usa,newspaper,minimal traffic,high credibility
mayfield-messenger.com,right-center,high,usa,newspaper,minimal traffic,high credibility
meaww.com,right-center,mixed,india,website,high traffic,medium credibility
miamivalleytoday.com,right-center,high,usa,newspaper,minimal traffic,high credibility
mitchellrepublic.com,right-center,high,usa,newspaper,minimal traffic,high credibility
montrealgazette.com,right-center,high,canada,newspaper,high traffic,high credibility
moroccoworldnews.com,right-center,mixed,usa,website,medium traffic,medium credibility
m24.ru,right-center,mixed,russia,tv station,high traffic,medium credibility
mynorthwest.com,right-center,high,usa,website,medium traffic,high credibility
nationalinterest.org,right-center,high,usa,magazine,medium traffic,high credibility
nationalpost.com,right-center,high,canada,newspaper,high traffic,high credibility
thecouriertimes.com,right-center,high,usa,newspaper,minimal traffic,high credibility
observer.com,right-center,high,usa,website,medium traffic,high credibility
nypost.com,right-center,mixed,usa,newspaper,high traffic,medium credibility
news.com.au,right-center,mixed,australia,website,high traffic,high credibility
newsweek.com,right-center,mixed,usa,magazine,high traffic,high credibility
nhk.or.jp,right-center,high,japan,tv station,high traffic,high credibility
nine.com.au,right-center,high,australia,website,high traffic,high credibility
nwaonline.com,right-center,high,usa,website,medium traffic,high credibility
northwestsignal.net,right-center,high,usa,newspaper,minimal traffic,high credibility
nowentertainment.net,right-center,high,usa,website,minimal traffic,high credibility
oaoa.com,right-center,high,usa,newspaper,minimal traffic,high credibility
oilprice.com,right-center,mixed,united kingdom,website,high traffic,high credibility
opposingviews.com,right-center,mixed,usa,website,minimal traffic,medium credibility
messenger-inquirer.com,right-center,high,usa,newspaper,medium traffic,high credibility
paducahsun.com,right-center,high,usa,newspaper,minimal traffic,high credibility
paragoulddailypress.com,right-center,high,usa,newspaper,minimal traffic,high credibility
newsandsentinel.com,right-center,high,usa,newspaper,minimal traffic,high credibility
parkrapidsenterprise.com,right-center,high,usa,newspaper,minimal traffic,high credibility
prrecordgazette.com,right-center,high,canada,newspaper,minimal traffic,high credibility
perutribune.com,right-center,high,usa,newspaper,minimal traffic,high credibility
pinchercreekecho.com,right-center,high,canada,newspaper,minimal traffic,high credibility
mydailyregister.com,right-center,high,usa,newspaper,minimal traffic,high credibility
mydailysentinel.com,right-center,high,usa,newspaper,minimal traffic,high credibility
portsmouth-dailytimes.com,right-center,high,usa,newspaper,minimal traffic,high credibility
prime9ja.com.ng,neutral,mixed,nigeria,website,minimal traffic,medium credibility
pdclarion.com,right-center,high,usa,newspaper,minimal traffic,high credibility
rasmussenreports.com,right-center,high,usa,organization/foundation,medium traffic,high credibility
realclearmarkets.com,right-center,mixed,usa,website,medium traffic,high credibility
realclearpolitics.com,right-center,mixed,usa,website,high traffic,high credibility
reason.com,right-center,high,usa,magazine,medium traffic,high credibility
rochsent.com,right-center,high,usa,newspaper,minimal traffic,high credibility
couriernews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
scoperatings.com,right-center,mixed,germany,organization/foundation,minimal traffic,high credibility
thedailycitizen.com,right-center,high,usa,newspaper,minimal traffic,high credibility
selmatimesjournal.com,right-center,high,usa,newspaper,minimal traffic,high credibility
shelbynews.com,right-center,high,usa,newspaper,minimal traffic,high credibility
sprucegroveexaminer.com,right-center,high,canada,newspaper,minimal traffic,high credibility
tabletmag.com,right-center,mixed,usa,magazine,medium traffic,high credibility
tallasseetribune.com,right-center,high,usa,newspaper,minimal traffic,high credibility
taxfoundation.org,right-center,high,usa,organization/foundation,medium traffic,high credibility
theamericanconservative.com,right-center,mixed,usa,magazine,medium traffic,high credibility
theaustralian.com.au,right-center,mixed,australia,newspaper,high traffic,medium credibility
thebulwark.com,right-center,high,usa,website,medium traffic,high credibility
chosun.com,right-center,mixed,south korea,newspaper,high traffic,medium credibility
thedickinsonpress.com,right-center,high,usa,newspaper,minimal traffic,high credibility
thedispatch.com,right-center,high,usa,website,medium traffic,high credibility
elkharttruth.com,right-center,high,usa,newspaper,minimal traffic,high credibility
theglobeandmail.com,right-center,high,canada,newspaper,high traffic,high credibility
thenews.com.pk,right-center,mixed,pakistan,newspaper,high traffic,medium credibility
theobjectivestandard.com,right-center,high,usa,website,minimal traffic,high credibility
oklahoman.com,right-center,high,usa,newspaper,medium traffic,high credibility
pantagraph.com,right-center,high,usa,newspaper,medium traffic,high credibility
post-journal.com,right-center,high,usa,newspaper,medium traffic,high credibility
pe.com,right-center,high,usa,newspaper,medium traffic,high credibility
tribtown.com,right-center,high,usa,newspaper,medium traffic,high credibility
spectator.co.uk,right-center,mixed,united kingdom,magazine,medium traffic,high credibility
spectator.us,right-center,mixed,usa,website,medium traffic,high credibility
spectatorworld.com,right-center,mixed,united kingdom,magazine,minimal traffic,high credibility
standardmedia.co.ke,right-center,mixed,kenya,newspaper,high traffic,medium credibility
straitstimes.com,right-center,mixed,singapore,newspaper,high traffic,high credibility
thestreet.com,right-center,high,usa,website,high traffic,high credibility
theitem.com,right-center,high,usa,newspaper,minimal traffic,high credibility
thetimesherald.com,right-center,high,usa,newspaper,medium traffic,high credibility
indiatimes.com,right-center,mixed,india,website,high traffic,medium credibility
thetimes.co.uk,right-center,high,united kingdom,newspaper,high traffic,high credibility
washingtoninstitute.org,right-center,mixed,usa,organization/foundation,medium traffic,medium credibility
thewest.com.au,right-center,high,australia,newspaper,medium traffic,high credibility
winchesterstar.com,right-center,high,usa,newspaper,minimal traffic,high credibility
yomiuri.co.jp,right-center,high,japan,newspaper,high traffic,high credibility
times-georgian.com,right-center,high,usa,newspaper,minimal traffic,high credibility
tnonline.com,right-center,high,usa,newspaper,medium traffic,high credibility
timeslive.co.za,right-center,mixed,south africa,newspaper,high traffic,high credibility
thenationaldesk.com,right-center,high,usa,tv station/website,medium traffic,high credibility
toledoblade.com,right-center,high,usa,newspaper,medium traffic,high credibility
tovima.gr,right-center,mixed,greece,newspaper,high traffic,medium credibility
transparentcalifornia.com,right-center,mixed,usa,organization/foundation,medium traffic,high credibility
tribunnews.com,right-center,mixed,indonesia,website,high traffic,medium credibility
troymessenger.com,right-center,high,usa,newspaper,minimal traffic,high credibility
tulsaworld.com,right-center,high,usa,newspaper,medium traffic,high credibility
tylerpaper.com,right-center,high,usa,newspaper,medium traffic,high credibility
unherd.com,right-center,mixed,united states,website,high traffic,high credibility
valuewalk.com,right-center,mixed,usa,website,medium traffic,high credibility
vancouversun.com,right-center,high,canada,newspaper,high traffic,high credibility
vaticannews.va,right-center,high,italy (vatican city),radio station/website,high traffic,high credibility
villages-news.com,right-center,high,usa,website,medium traffic,high credibility
suncommercial.com,right-center,high,usa,newspaper,minimal traffic,high credibility
wabashplaindealer.com,right-center,high,usa,newspaper,minimal traffic,high credibility
wach.com,right-center,high,usa,tv station,medium traffic,high credibility
wsj.com,right-center,mixed,usa,newspaper,high traffic,high credibility
recordherald.com,right-center,high,usa,newspaper,minimal traffic,high credibility
thecentersquare.com,right-center,mixed,usa,organization/foundation,medium traffic,high credibility
rep-am.com,right-center,high,usa,newspaper,medium traffic,high credibility
foxbaltimore.com,right-center,high,usa,tv station,medium traffic,high credibility
abc3340.com,right-center,high,usa,tv station,medium traffic,high credibility
wchstv.com,right-center,high,usa,tv station,medium traffic,high credibility
abcnews4.com,right-center,high,usa,tv station,medium traffic,high credibility
wcti12.com,right-center,high,usa,tv station,medium traffic,high credibility
foxlexington.com,right-center,high,usa,tv station,minimal traffic,high credibility
weartv.com,right-center,high,usa,tv station,medium traffic,high credibility
wctrib.com,right-center,high,usa,newspaper,medium traffic,high credibility
nbc25news.com,right-center,high,usa,tv station,minimal traffic,high credibility
wfxl.com,right-center,high,usa,tv station,medium traffic,high credibility
wgme.com,right-center,high,usa,tv station,medium traffic,high credibility
upnorthlive.com,right-center,high,usa,tv station,medium traffic,high credibility
wgxa.tv,right-center,high,usa,tv station,medium traffic,high credibility
13wham.com,right-center,high,usa,tv station,medium traffic,high credibility
local21news.com,right-center,high,usa,tv station,medium traffic,high credibility
newschannel20.com,right-center,high,usa,tv station,medium traffic,high credibility
sungazette.com,right-center,high,usa,newspaper,medium traffic,high credibility
news-herald.com,right-center,high,usa,newspaper,medium traffic,high credibility
wnewsj.com,right-center,high,usa,newspaper,minimal traffic,high credibility
winchestersun.com,right-center,high,usa,newspaper,minimal traffic,high credibility
windsorstar.com,right-center,high,canada,newspaper,medium traffic,high credibility
wjactv.com,right-center,high,usa,tv station,medium traffic,high credibility
turnto10.com,right-center,high,usa,tv station,medium traffic,high credibility
wjla.com,right-center,high,usa,tv station,medium traffic,high credibility
local12.com,right-center,high,usa,tv station,minimal traffic,high credibility
wlos.com,right-center,high,usa,tv station,medium traffic,high credibility
fox11online.com,right-center,high,usa,tv station,medium traffic,high credibility
mycbs4.com,right-center,high,usa,tv station,minimal traffic,high credibility
nbc24.com,right-center,high,usa,tv station,medium traffic,high credibility
news4sanantonio.com,right-center,high,usa,tv station,medium traffic,high credibility
fox56.com,right-center,high,usa,tv station,minimal traffic,high credibility
dglobe.com,right-center,high,usa,newspaper,medium traffic,high credibility
wpde.com,right-center,high,usa,tv station,medium traffic,high credibility
cbs12.com,right-center,high,usa,tv station,medium traffic,high credibility
fox23maine.com,right-center,high,usa,tv station,medium traffic,high credibility
wpgh53.com,right-center,high,usa,tv station,minimal traffic,high credibility
mynbc15.com,right-center,high,usa,tv station,medium traffic,high credibility
dayton247now.com,right-center,high,usa,tv station,medium traffic,high credibility
foxrichmond.com,right-center,high,usa,tv station,minimal traffic,high credibility
wsbt.com,right-center,high,usa,tv station,medium traffic,high credibility
wset.com,right-center,high,usa,tv station,medium traffic,high credibility
cnycentral.com,right-center,high,usa,tv station,medium traffic,high credibility
fox28media.com,right-center,high,usa,tv station,medium traffic,high credibility
wtov9.com,right-center,high,usa,tv station,medium traffic,high credibility
myfox28columbus.com,right-center,high,usa,tv station,minimal traffic,high credibility
newschannel9.com,right-center,high,usa,tv station,medium traffic,high credibility
foxchattanooga.com,right-center,high,usa,tv station,medium traffic,high credibility
wtwc40.com,right-center,high,usa,tv station,minimal traffic,high credibility
foxrochester.com,right-center,high,usa,tv station,minimal traffic,high credibility
wutv29.com,right-center,high,usa,tv station,minimal traffic,high credibility
wvah.com,right-center,high,usa,tv station,minimal traffic,high credibility
wcyb.com,right-center,high,usa,tv station,medium traffic,high credibility
fox17.com,right-center,high,usa,tv station,medium traffic,high credibility
xeniagazette.com,right-center,high,usa,newspaper,minimal traffic,high credibility
yankeeinstitute.org,right-center,high,usa,organization/foundation,minimal traffic,high credibility
yna.co.kr,right-center,mixed,south korea,news agency,high traffic,high credibility
zebrafactcheck.com,right-center,high,usa,website,minimal traffic,high credibility
2ndvote.com,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
abort73.com,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
academia.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
aim.org,right,mixed,usa,organization/foundation,minimal traffic,low credibility
acton.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
ac2news.com,right,mixed,usa,website,minimal traffic,medium credibility
aish.com,right,mixed,usa,organization/foundation,medium traffic,medium credibility
albertapressleader.ca,right,mixed,canada,website,minimal traffic,medium credibility
amac.us,right,mixed,usa,organization/foundation,medium traffic,medium credibility
a1apac.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
americarisingpac.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
aclj.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
americanconsequences.com,right,mixed,usa,website,minimal traffic,low credibility
conservative.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
aei.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
americansforprosperity.org,right,mixed,usa,organization/foundation,minimal traffic,low credibility
afpc.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
amgreatness.com,right,mixed,usa,website,medium traffic,medium credibility
americanjournaldaily.com,right,mixed,usa,website,medium traffic,medium credibility
alec.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
spectator.org,right,mixed,usa,website,medium traffic,medium credibility
amimagazine.org,right,mixed,usa,magazine,minimal traffic,medium credibility
ammoland.com,right,mixed,usa,website,medium traffic,high credibility
aa.com.tr,right,mixed,turkey,news agency,high traffic,medium credibility
arizonadailyindependent.com,right,mixed,usa,website,minimal traffic,medium credibility
armstrongeconomics.com,right,mixed,usa,website,medium traffic,medium credibility
asianews.it,right,mixed,italy,news agency,medium traffic,medium credibility
aina.org,right,mixed,usa,website,minimal traffic,medium credibility
badgerinstitute.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
bearingarms.com,right,mixed,usa,website,medium traffic,medium credibility
beliefnet.com,right,mixed,usa,website,medium traffic,medium credibility
blabber.buzz,right,mixed,usa,website,medium traffic,medium credibility
policetribune.com,right,mixed,usa,website,medium traffic,medium credibility
boundingintocomics.com,right,mixed,usa,website,medium traffic,medium credibility
brownstone.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
c2cjournal.ca,right,mixed,canada,magazine,minimal traffic,medium credibility
calgarysun.com,right-center,mixed,canada,newspaper,high traffic,high credibility
campaignlifecoalition.com,right,mixed,canada,organization/foundation,minimal traffic,medium credibility
campusreform.org,right,mixed,usa,organization/foundation,medium traffic,medium credibility
capitalresearch.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
freedomandprosperity.org,right,mixed,usa,organization,minimal traffic,medium credibility
americanexperiment.org,right,mixed,usa,organization/foundation,minimal traffic,low credibility
chicksonright.com,right,mixed,usa,radio station/website,medium traffic,medium credibility
cc.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
christianheadlines.com,right,mixed,usa,website,medium traffic,medium credibility
christiannewsalerts.com,right,mixed,usa,website,minimal traffic,medium credibility
christianpost.com,right,mixed,usa,website,medium traffic,medium credibility
christiantoday.com,right,mixed,united kingdom,website,medium traffic,medium credibility
chroniclesmagazine.org,right,mixed,usa,magazine,minimal traffic,medium credibility
citizenfreepress.com,right,mixed,usa,website,high traffic,medium credibility
cagw.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
citizensunited.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
city-journal.org,right,mixed,usa,magazine,medium traffic,high credibility
nccivitas.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
claremont.org,right,mixed,usa,organization/foundation,minimal traffic,medium credibility
commentarymagazine.com,right,mixed,usa,magazine,medium traffic,medium credibility
conservativebrief.com,right,mixed,usa,website,high traffic,high credibility
conservativefighters.co,right,mixed,usa,tv station,high traffic,medium credibility
conservativehome.com,right-center,high,united kingdom,website,medium traffic,high credibility
conservativehq.org,right,mixed,usa,website,minimal traffic,medium credibility
conservativeinstitute.org,right,mixed,usa,website,high traffic,high credibility
conservativeopinion.com,right,mixed,usa,website,minimal traffic,medium credibility
cpi.org,right,mixed,usa,organization/ foundation,minimal traffic,medium credibility
conservativereview.com,right,mixed,usa,website,medium traffic,medium credibility
